,Ratings,Full Reviews,Short Reviews
15414,5,"Good enough for a 2 storied building (1000sqft each floor) with 2.4ghz band. 5 GHz is not reliable (kept fluctuating) beyond 30-40 ft. I kept it off and using only 2.4ghz. Have been using for 2 weeks and did not have issue so far. Speed is good on 60mbps plan. Lights on the body are tiny, hard to see, you may like it or not depending on your choice. Configurable to keep lights off during night, periodic restart, wifi band shut down etc. Easy to start and configure. CPU stays below 10pc while ...
READ MORE","['5', 'Awesome']"
15415,1,I was asked to buy this product by my Internet service provider saying it gets the best speed. Well YES if you stand next to the Router the speed is amazing but if you walk out of the room the speed reduces from 100 MBps to 30-40 MBps. The signal is very weekly broadcasted. Overall I can say review thoroughly before going this product.,"['1', 'Unsatisfactory']"
15416,5,"Using from more than a month. Very good router and no drop issues.
Using with act 250mbps speed and working superbly.","['5', 'Terrific purchase']"
15417,5,Nice router good working,"['5', 'Must buy!']"
15418,5,Nice Product Really Excellent Experience from 20days,"['5', 'Simply awesome']"
15419,5,"Best router in this segement, the Wifi signal is best, and there is no issue with ping drop, this wifi comes with Mumimo technology in which no one faces the internet drop, and I have received the V2 (US) which receives the latest update first than The EU , thsi wifi also have four external antennas and one internal antenna, in That four antennas two antennas are 5GHZ and rest are 2Ghz, nowadays the broadband packages are getting cheap and everyone wanting for the speed upgarde, for those the...
READ MORE","['5', 'Simply awesome']"
15420,5,"Good delivery, I am using it for 2days no
Problem encountered, connecting devices is very fast,
I am using cable internet from Alliance Broadband in Kolkata, my plan maximum speed is 60mbps and via router I am getting around 50-55 Mbps.

If any problem happened I will share it here.
👉🏻 YOU can't stream 4K videos for long time, which will heat up router and disconnect internet for a few moment.
this the biggest drawback","['5', 'Wonderful']"
15421,5,"awesome product.
Great range..","['5', 'Simply awesome']"
15422,5,It's really good product. Easy installation and range is also good. One more think which i notice is on tp-link site they will not show any difference between A6 and C6 router. Even everywhere it mention that C6 have extra internal antenna and not in A6 but it's reverse. A6 have extra internal antenna. A6 have beamforming and onemesh technology too so if anyone confuse between C6 and A6 that one always go with A6.,"['5', 'Worth every penny']"
15423,5,Amazing.,"['5', 'Wonderful']"
15424,5,Nice product.exact the same speed given by the provider...works well on 2.3 ghz and 5 ghz .feel expansion of wifi bit less,"['5', 'Worth every penny']"
15425,1,I need to reboot the router many times in a day as Internet stop working randomly.,"['1', 'Very poor']"
15426,5,Nice,"['5', 'Highly recommended']"
15427,5,"Excellent router for this price
Single is good
Speed excellent","['5', 'Brilliant']"
15428,5,"It does what it says. Shiny looking and good speeds.
Thermals can have a impact, not sure about it. This speed is on 5ghz wifi on Bsnl fiber","['5', 'Perfect product!']"
15429,5,"Received V3(the updated one), one of the best dual band gigabit budget routers around the market. Extremely stable and no cons (except a bit heating) have been observed since last one month of heavy usage.. you can go for it.","['5', 'Wonderful']"
15430,5,"amazing rauter, good speed & range.","['5', 'Mind-blowing purchase']"
15431,5,Really good speed after installing this router. I have a broadband connection of 40mbps and I am using 8 devices on it due to so many devices connected together each device was not getting more than 14-15 Mbps. After installing this router I m getting 40 Mbps speed in each device.,"['5', 'Perfect product!']"
15432,5,"Excellent product.
Easy to install and configure
Multi features like mac binding, port forwarding, iptv config
Comes with extra lan cable","['5', 'Awesome']"
15433,5,Excellent router. Range is good.,"['5', 'Terrific']"
15434,5,Great router @ this price point and hann market se sasta he padra hai :P,"['5', 'Terrific purchase']"
15435,5,Im having 50mbps fiber(epon) plan. I get 200+ mbps on 5g. Plus when i connected this to my pc using cat6 cable i get 600+ mbps speed.,"['5', 'Worth every penny']"
15436,5,I have 250Mbps broadband connection and after installing this router result is owsome,"['5', 'Terrific purchase']"
15437,5,"😊THANKS, I HAVE 50Mbps/ 6MBs internet connection and you can see the results...it works very fast as expected!!","['5', 'Super!']"
15438,1,Bad bad bad not buy this item,"['1', 'Hated it!']"
15439,5,"Awesome product..
This is renge is pretty good...and speed is also good...","['5', 'Simply awesome']"
15440,4,Nice,"['4', 'Really Nice']"
15441,5,Very good product,"['5', 'Excellent']"
15442,5,Have 300 Mbps ACT fibernet connection getting almost same speed using 5 GHz from a distance of 20 meters. 2.4 GHz has farless speed.,"['5', 'Highly recommended']"
15443,5,"Worth to buy
Go for it.","['5', 'Wonderful']"
15444,5,"Received with Good packaging and tested the range capabilities (which is good or I will say it is superb)
Just needs to connect internet than I will add further reviews(THANK YOU to seller RETIAL.NET)","['5', 'Must buy!']"
15445,5,Good product,"['5', 'Just wow!']"
15446,4,"I bought the router for one of my relatives. Product is good, no doubt, but not excellent. 5GHz signal range is too small. 2.4 GHz signal range is more than of 5 GHz, but not excellent. He's using the router at the middle position of a school building of 1700 Sq ft. After 2-3 walls (5 inch) the 2.4 GHz signal becomes too much weak. his former ""Dlink Dir-615 N300"" router would give him the same performance at the price of Rs. 900/-.

Unlike DLink router, the mandatory password for Admin Login ...
READ MORE","['4', 'Good Product but not Excellent']"
15447,1,"Review after 6 months usage.

5Ghz range became pathetic after 6 months, literally even if i'm standing next to it only 2.5ghz is connecting","['1', 'Very poor']"
15448,4,"Excellent, cover 1200sqft area easily","['4', 'Good quality product']"
15449,5,"Review after 10 days of usage...
Very easy to install.. very light weight

no connectivity issues till now.","['5', 'Excellent']"
15450,4,Outstanding performance,"['4', 'Good choice']"
15451,5,Nice Product.,"['5', 'Just wow!']"
15452,5,So far good Working well,"['5', 'Excellent']"
15453,5,Nice,"['5', 'Terrific']"
15454,1,The wifi signal strength varies dramatically and is never consistent. I had 2 antenna tplink router earlier and that used to perform better than this. Not at all recommended 👎,"['1', 'Worst experience ever!']"
15455,5,Mind blowing speed on 5ghz frequency,"['5', 'Mind-blowing purchase']"
15456,5,Nice product with strong range and speed.,"['5', 'Excellent']"
15457,5,"Superb Range,Speed also good as your isp gives you.
Loving It","['5', 'Highly recommended']"
15458,5,Getting speeds more than my ISP offers,"['5', 'Best in the market!']"
15459,5,Product is good. working fine. but only 1 reason 1 give 4star that is packing. Packing is extremely bad. only packet was send no extra cardboard is given... otherwise product is good & working fine.,"['5', 'Must buy!']"
15460,4,"Just used for two days only, performance is very good so far, will be update more after few days of use.","['4', 'Very Good Powerful Router']"
15461,1,Dont go in to reviews ....worst product from tp link....1200 Mbps is just for namesake....I have 150 Mbps speed but it hardly gives 50 Mbps .....even I connect router with jio fibre router with cat 6 lan cable....worst ....no return policy of Flipkart made me loose my money ....,"['1', 'Useless product']"
15462,3,Awesome,"['3', 'Good']"
15463,1,Very bad router,"['1', ""Don't waste your money""]"
15464,5,I love this,"['5', 'Great product']"
15465,5,the bestest,"['5', 'Terrific purchase']"
15466,4,The router is good. but Flipkart provide it with US firmware and for this reasons it doesn't have support for channel 12&13 in 2.4GHz band. Requesting TP-Link to provide support for these two channels for product sold outside US region.,"['4', 'Wonderful router but channel 12&13 in 2.4GHz band is missing']"
15467,1,"There is a big fault with this router. Wifi remains connected but my phone does not receive data.
I can see that only in one device internet is not working. This happens randomly with random connected device.
In my old router D-Link dir 615, I did not face any such issues.
Feeling bad that I have wasted 2k on this router.","['1', 'Did not meet expectations']"
15468,5,Good,"['5', 'Awesome']"
15469,5,This was my first time router purchase and i'm fully setisfied with this. This is beast at this range.,"['5', 'Brilliant']"
15470,5,Good performance,"['5', 'Fabulous!']"
15471,5,"Using for last one week, excellent product performance","['5', 'Super!']"
15472,5,"Does the job…..Suitable if you have 5 devices connected and internet speed 150 mbps. I have a 150mbps plan , max speed I have got is 140mbps.","['5', 'Mind-blowing purchase']"
15473,5,Best router under budget,"['5', 'Wonderful']"
15474,5,Good product.........but no cost for money,"['5', 'Worth every penny']"
